name,servings,ingredients,directions,type,calories,cholesterol,fat,carbohydrates,fiber,sugars,protein,calcium,iron,vitamin_a,vitamin_c,vitamin_d,folate
Easy Stuffed Pasta Shells,8 Servings,"['1 package frozen chopped spinach, thawed (10 ounces)', '12 ounces cottage cheese, low-fat', '1 1/2 cups mozzarella, part skim shredded (save 1/2 cup for topping)', '1 1/2 teaspoons dried oregano', '1/4 teaspoon black pepper', '1 jar light tomato basil pasta sauce, low-sodium (26 ounces)', '1 cup water', '6 ounces pasta shells, uncooked (large)']","['Wash hands.', 'Preheat oven to 375 °F. Lightly coat a 13x9x2 inch baking dish with cooking spray. Set aside.', 'Drain spinach by placing in a sieve or colander over the sink, or in a bowl and pressing with a spool to remove as much liquid as possible, or squeeze out liquid with clean hands. Place spinach in medium bowl.', 'Add the cottage cheese, 1 cup of the mozzarella cheese, oregano, and pepper to the spinach. Stir to mix thoroughly.', 'Pour half of the spaghetti sauce into prepared baking dish. Add water and stir into the mix.', 'Spoon about 3 tablespoons cheese mixture into each uncooked pasta shell and arrange in a single layer over top.', 'Sprinkle with remaining 1/2 cup mozzarella cheese evenly over sauce.', 'Cover tightly with foil. Bake for 1 hour or until shells are tender. Let stand 10 minutes before serving.']",Main,250,18 mg,7 g,29 g,4 g,7 g,16 g,268 mg,2 mg,238 mcg RAE,2 mg,0 mcg,121 mcg DFE
Easy-As-A-Mix Pizza (from Better Baking Mix),4 Servings,"['1 Serving of Better Baking Mix (1 cup)', '2 tablespoons vegetable oil', '1/3 cup water', '1/2 cup tomato sauce', '2 tablespoons finely chopped onion', '1/2 teaspoon oregano (or Italian herb mix)', '1 cup mozzarella cheese, part-skim grated']","['Wash hands with soap and water.', 'Preheat oven to 425 °F. Grease a 12x15 inch or larger baking sheet, or 12-inch pizza pan.', 'Measure mix into a bowl. Add oil and water. Stir to form soft dough.', 'Transfer dough onto baking sheet. Sprinkle with flour. Dip fingers in flour and pat dough into a circle about 11-12 inches across.', 'Spread pizza crust with tomato sauce. Leave about 1/2 inch around edge with no sauce.', 'Sprinkle with onion, seasoning and cheese', 'Bake 10-12 minutes until edges are brown and cheese is melted and starting to brown.', 'Refrigerate any leftovers within 2 hours.']",Main,257,16 mg,14 g,22 g,2 g,4 g,11 g,286 mg,2 mg,73 mcg RAE,1 mg,0 mcg,53 mcg DFE
Eggs Foo Young,2 Servings,"['2 eggs', '1 cup bean sprouts, fresh', '1/2 cup chicken, cooked and diced (or beef)', '1/3 tablespoon dried minced onion', '1 cup mushrooms, stems and pieces (drained)', '2 teaspoons oil']","['Beat eggs with electric mixer (or by hand) until very thick and light, about 5 minutes.', 'Fold in bean sprouts, chicken or beef, mushrooms, and onion.', 'Heat oil in frying pan over moderate heat.', 'Pour egg mixture by half cupsful into the pan. Brown on one side; turn and brown the other side. Keep warm while preparing the sauce.', 'Mix sauce ingredients in small saucepan until smooth.', 'Cook over low heat, stirring constantly, until thickened.', 'Serve sauce over patties.']",Main,197,196 mg,10 g,8 g,1 g,3 g,19 g,41 mg,2 mg,74 mcg RAE,8 mg,1 mcg,65 mcg DFE
Eggs over Kale and Sweet Potato Grits,4 Servings,"['1 large sweet potato (orange flesh)', '2 cups fresh kale (chopped)', '1 tablespoon vegetable oil (divided)', '1 1/2 cups water', '1 cup non-fat milk', '3/4 cup grits (quick cooking)', '1/4 teaspoon salt', '4 eggs']","['Preheat oven to 350 °F.', 'Coat 4 individual soufflé dishes with 1 tsp vegetable oil.', 'Make 3 to 4 slits in sweet potatoes; cook in microwave until just soft.', 'When sweet potatoes are cool enough to handle, peel, cut into chunks, and puree in food processor.', 'Heat remaining vegetable oil in sauce pan, and sauté kale about 5 minutes.', 'In a medium sauce pan, boil water and milk, add grits and sweet potatoes; cook for 5 minutes. Remove from heat; stir in sautéed kale.', 'Divide grits mixture evenly among 4 soufflé dishes (or place all in casserole dish).', 'Make 4 depressions in the grits mixture with the back of a large spoon. Carefully break one egg into each hollow.', 'Bake uncovered for 30 minutes until eggs are cooked. Let cool 10 minutes before serving.']",Main,280,185 mg,9 g,38 g,4 g,7 g,12 g,150 mg,3 mg,695 mcg RAE,24 mg,1 mcg,104 mcg DFE
Enchilada Bake,8 servings,"['1 tablespoon oil', '1 onion (medium, chopped)', '3 garlic (cloves, minced)', '2 cups black beans (cooked)', '1 cup kernel corn (1/2 of a 15.2 ounce can, drained and rinsed)', '1 teaspoon cumin', '2 cups prepared salsa (divided)', '8 corn tortillas', '1/2 cup Monterey Jack cheese (shredded)']","['In a large skillet heat oil over medium-high heat; sauté onion and garlic 2 to 3 minutes.', 'Add beans, corn, cumin and 1/2 cup salsa. Cook 3-4 minutes, coarsely mashing beans with back of spoon.', 'Spoon 1/3 cup filling onto each tortilla; roll up.', 'Spoon 1/2 cup salsa into 11x7x2 inch baking dish. Arrange tortillas seam side down; top with remaining 1 cup sauce.', 'Cover and bake in 350 °F oven for 15 to 20 minutes.', 'Uncover; top with cheese. Bake 2 minutes longer or until cheese is melted.']",Main,189,6 mg,5 g,30 g,7 g,3 g,8 g,111 mg,2 mg,30 mcg RAE,8 mg,0 mcg,58 mcg DFE
Enchilada Rice,6 servings,"['1 pound 90% lean ground beef (or other ground meat)', '1/2 cup onion (chopped, or 1 Tbsp onion powder)', '1 can whole corn (14 ounce, or any canned vegetable, drained)', '4 tablespoons taco seasoning mix (dry, or dry enchilada sauce)', '2 cups rice, cooked (brown)', '1/2 cup cheese (grated)', '1/2 mushrooms, olives or any favorite vegetable (sliced, optional)']","['Cook meat and onion until onion juices are clear.', 'Drain juice and fat from cooked meat and onions.', 'Add corn, taco seasoning, and rice.', 'Simmer for 10 minutes.', 'Add grated cheese to top; cover and let set for 5 minutes.', 'Refrigerate leftovers within 2 hours.']",Main,267,57 mg,10 g,24 g,2 g,2 g,20 g,88 mg,2 mg,25 mcg RAE,4 mg,0 mcg,28 mcg DFE
European Salad,4 Servings,"['12 ounces chicken breast (pre-sliced)', '1/4 teaspoon salt', '1/4 teaspoon ground black pepper', '2 teaspoons olive oil', '3 green onions (sliced)', '1 large yellow bell pepper, cut in strips (about 1 1/2 cups)', '16 cherry tomatoes', '1 10-oz package European blend salad greens', '1 1/2 cups whole grain croutons (about 24 croutons)', 'fresh ground pepper, to taste']","['Place all vinaigrette ingredients in a blender, blend until smooth; set aside. (Note: Vinaigrette can be made ahead and refrigerated.)', 'Season chicken with salt and pepper.', 'Heat olive oil in a large skillet.', 'Sauté chicken until cooked thoroughly; remove from pan, and let cool.', 'Slice onions.', 'Toss cut vegetables with European blend salad greens.', 'On individual serving plates, top salad with chicken and croutons, drizzle with dressing, and finish with fresh ground pepper, if desired.']",Main,240,45 mg,9 g,21 g,4 g,9 g,20 g,80 mg,3 mg,245 mcg RAE,150 mg,0 mcg,122 mcg DFE
Eve’s Tasty Turkey Tetrazzini,8 Servings,"['8 ounces whole-wheat fettuccine, spaghetti, macaroni, or other noodles', '4 tablespoons light butter (unsalted)', '2 cups mushrooms, sliced (fresh or canned)', '1 teaspoon dried thyme', '1/2 cup all-purpose flour', '2 cups reduced-sodium chicken broth', '1 1/2 cups skim milk', '4 cups chopped cooked turkey', '1/2 cup slivered almonds, toasted', '1 cup peas (frozen)', '2 tablespoons grated Parmesan cheese']","['Preheat oven to 400 °F. Lightly grease a 9x9 inch baking dish.', 'Cook pasta in a large pot of boiling water until tender. (Check cooking time for pasta; remove pasta approximately 2 minutes early.)', 'While pasta is cooking, melt butter in a saucepan over medium heat. Add the mushrooms and thyme. Stir and cook until mushrooms are softened, about 5 minutes.', 'Stir in flour until well blended. (Note: Start with 1/3 cup flour and add more, if needed.)', 'While whisking, slowly add chicken broth and milk. Bring to a boil, reduce heat, and simmer until sauce is thickened and smooth, about 5 minutes.', 'Add turkey, toasted almonds, frozen peas, and cooked pasta. Gently mix together. Pour into the baking dish and sprinkle with Parmesan cheese.', 'Bake until the sauce is bubbling and the cheese is golden brown, 25 to 35 minutes. Let cool 15 minutes before serving.']",Main,353,61 mg,11 g,35 g,6 g,5 g,31 g,125 mg,3 mg,87 mcg RAE,2 mg,1 mcg,54 mcg DFE
Falafel with Yogurt Sandwich,4 servings,"['1 cup dry garbanzo beans (chick peas, sorted and rinsed)', '3 cups water', '1/4 cup oil', '1 garlic (clove, crushed)', '1 onion (medium, chopped)', '1 teaspoon parsley (1 sprig or about 1 teaspoon, chopped)', '1/4 teaspoon salt', '2 teaspoons lemon juice', '1/3 teaspoon hot pepper sauce', '1 cup plain yogurt (low-fat)', '1 onion (medium, chopped)', '4 whole wheat pita bread (pockets)', 'flour', 'tomatoes, sliced (optional)', 'lettuce (optional)', 'bread crumbs (optional (see note))']","['Put beans and water in large pot and soak by the overnight or quick-soak method.', 'Cook until tender, about 2 hours. Add more water if necessary. Drain.', 'Slowly heat oil and sauté garlic and 1 onion until tender (5 to 7 minutes).', 'Mash cooked beans, sautéed vegetables, parsley, salt, lemon juice and hot pepper sauce until smooth.', 'With floured hands, form ovals with bean mixture (about 1/4 cup each). Roll in flour.', 'Fry falafel, with the remaining oil in skillet, until golden brown. Drain on paper towel.', 'Combine yogurt with remaining onion.', 'Serve falafel in pocket bread topped with yogurt.']",Main,475,4 mg,19 g,63 g,12 g,12 g,18 g,190 mg,5 mg,11 mcg RAE,7 mg,0 mcg,214 mcg DFE
Fall Veggie Casserole,8 servings,"['5 1/2 cups eggplant, cubes (1 medium eggplant)', '4 tomatoes', '1 green pepper', '1 onion', '1 teaspoon salt', '1/4 teaspoon pepper', '3 tablespoons vegetable oil', '1 clove garlic', '2 tablespoons Parmesan cheese (grated)']","['Remove the skin from the eggplant. Cut the eggplant into cubes. Chop the tomatoes into small pieces.', 'Cut the green pepper in half. Remove the seeds and cut it into small pieces.', 'Chop the onion into small pieces.', 'Cut the garlic into tiny pieces.', 'Cook the first 8 ingredients in a large skillet until tender.', 'Top with the Parmesan cheese and serve.']",Main,86,1 mg,6 g,8 g,3 g,5 g,2 g,32 mg,0 mg,33 mcg RAE,27 mg,0 mcg,26 mcg DFE
Fantastic French Toast,6 servings,"['2 large eggs', '1/2 cup non-fat milk', '1/2 teaspoon vanilla extract', '6 slices whole wheat bread', 'syrup or other toppings (optional)']","['Preheat the griddle over medium heat, or set an electric frying pan at 375 °F.', 'Put eggs, milk, and vanilla in a pie pan or shallow bowl and beat with a fork until well mixed.', 'Grease the griddle or pan with a thin layer of oil or use nonstick spray.', 'Dip both sides of bread, one slice at a time, in the egg mixture and cook on the hot griddle or frying pan.', 'Cook on one side until golden brown. Turn the bread over to cook the other side. It will take about 4 minutes on each side.', 'Optional: serve with syrup, applesauce, fruit slices, or jam.']",Main,102,62 mg,3 g,13 g,2 g,2 g,6 g,79,1,39 mcg RAE,0 mg,1 mcg,21 mcg DFE
Fiesta Lettuce Wraps and Pepper Boats,4 Servings,"['6 sweet, mini bell peppers', '8 lettuce leaves', '1 cup instant brown rice (dry)', '1 pound tilapia filets, fresh or frozen (thawed)', '2 teaspoons Southwest chipotle seasoning (no sodium)', '2 tablespoons canola oil (divided)', '1/4 teaspoon salt', '2 limes (divided)', '1/4 cup reduced-fat sour cream']","['Slice peppers in half vertically. Arrange lettuce and 8 pepper halves on a serving platter.', 'Cook brown rice according to package directions.', 'To make salsa fresca, dice remaining pepper halves, tomato, and onion; mix with corn, garlic, jalapeño pepper, and 1/4 teaspoon salt.', 'Sprinkle both sides of tilapia filets with Southwest chipotle seasoning.', 'Heat 1 1/2 tablespoons canola oil in a large nonstick skillet over medium-high heat. Add fish to pan, and cook for 3 minutes on each side (cook fish until it is opaque, 145 ºF). Flake with a fork and place in a serving dish.', 'When rice is done, stir in remaining 1/2 tablespoon oil, juice from one lime, and ¼ tsp salt. Cut remaining lime into wedges.', 'To serve, set out pepper-lettuce platter, rice, fish, salsa fresca, sour cream, and lime, and let diners build their own boats and wraps']",Main,350,60 mg,12 g,34 g,5 g,6 g,28 g,78 mg,2 mg,268 mcg RAE,170 mg,3 mcg,105 mcg DFE
Fiesta Rice Salad,4 servings,"['1 cup brown rice (cooked)', '1 carrot (shredded)', '1 cup broccoli (chopped fine)', '1 red onion (small, chopped)', '1 cup tomato (chopped)', '1 bell pepper (sweet, green, red, yellow)', '1 can kidney beans (15oz, drained, rinsed)', '2 tablespoons cilantro (or other fresh herbs) (chopped fine)', '2 tablespoons red wine vinegar (or white or cider)', '1 tablespoon vegetable oil', 'salt and pepper (to taste, optional)']","['Wash and chop vegetables and mix with cooked rice.', 'In a small bowl, add vinegar, oil, dill, salt and pepper. (Or use your favorite dressing.) Pour over rice mixture.', 'Add beans and toss well. Serve cold and enjoy!']",Main,210,0 mg,4 g,35 g,9 g,4 g,9 g,53 mg,3 mg,160 mcg RAE,53 mg,0 mcg,124 mcg DFE
Fish Braised in Green Curry with Potatoes,4 Servings,"['1 1/2 pounds fish fillets (flounder salmon or other mild fish)', 'coarsely ground black pepper, to taste', '1 tablespoon olive oil', '1 can sliced potatoes (drained)', '1 can low-sodium chicken broth', '1 teaspoon garlic (chopped)', '1 cup canned, light coconut milk', '2/3 tablespoon Thai green curry paste', '2 tablespoons chopped parsley (optional)']","['Season fish fillets with pepper.', 'Heat oil in a large skillet and brown fish on both sides.', 'Add potatoes, broth and garlic to the skillet.', 'Simmer until the fish flakes with gentle pressure and internal temperature registers 145 °F on a food thermometer, about 5 minutes.', 'Transfer fish and potatoes to a warm platter.', 'Over high heat, reduce liquid in the pan by about half.', 'Stir in coconut milk and curry paste.', 'Simmer until lightly thickened.', 'Stir in parsley and pour over fish and potatoes.']",Main,310,85 mg,10 g,19 g,3 g,1 g,38 g,20 mg,3 mg,30 mcg RAE,6 mg,4 mcg,17 mcg DFE
Fish Tacos,4 Servings,"['1 red onion, chopped', '1/2 cup cilantro, chopped', '1 cup packaged coleslaw mix', '4 4-ounce tilapia fillets (or any white fish)', '8 small corn tortillas', '1 teaspoon chili powder (more or less to taste)']","['Clean and chop onion, cilantro, and cabbage. Mix in a bowl and set aside.', 'Coat the baking sheet with cooking spray. Lightly sprinkle fish fillets with chili powder and place on the baking pan.', 'Place in the oven about 6 inches from the broiler and cook for approximately 3 to 4 minutes, or until fish is fully cooked. You will know the fish is done when it ""flakes"" or pulls apart easily when separated with a fork.', 'Lightly fry tortillas on an oiled griddle or skillet, or heat tortillas in the microwave oven for just a few seconds until softened and hot.', 'Fill tortilla with fish, cabbage, onion, and cilantro and fold in half. Serve with salsa and citrus slices, if desired.']",Main,169,47 mg,3 g,14 g,3 g,2 g,23 g,46 mg,1 mg,18 mcg RAE,9 mg,3 mcg,20 mcg DFE
Fish with Spinach,4 Servings,"['1 tablespoon vegetable oil', '1 pound skinless cod fillets', '1 yellow onion (peeled and chopped into 1/4 inch pieces)', '2 cloves garlic (peeled and minced)', '2 cups canned low-sodium diced tomatoes (or fresh tomatoes)', '1/2 cup water', '2 cups frozen spinach (coarsely chopped)', '1/4 cup Kalamata olives (or other Greek olives pitted and coarsely chopped)']","['Put the skillet on the stove over high heat. When it is hot, add 1 1/2 teaspoons oil.', 'Add fish. Cook about 5 minutes per side, until deeply browned. Remove the fish to the plate and cover.', 'Reheat the skillet to medium heat. Add the remaining 1 1/2 teaspoons oil, onion, and garlic. Cook about 7 minutes. Add tomatoes and water. Cook about 10 minutes, until the mixture thickens and turns from bright red to an orange color.', 'Return fish to skillet with the tomato mixture. Cover with spinach and sprinkle with olives. Cover skillet. Cook about 2 minutes over low heat until the spinach is steamed. Serve right away.']",Main,194,47 mg,6 g,12 g,6 g,4 g,25 g,220 mg,4 mg,636 mcg RAE,16 mg,1 mcg,143 mcg DFE
Five Happiness Fried Noodles,5 servings,"['10 cups water', '1 pound egg noodles', '1 tablespoon olive oil (or vegetable oil, divided)', '3 cups bean sprouts', '1 cup bamboo shoots (julienned sliced thinly in strips)', '1/2 cup carrots (shredded)', '2 dried shiitake mushrooms (or about 1/2 cup, soaked, stems removed, and julienned)', '2 green onions', '1/2 teaspoon salt', '1 teaspoon sugar', '1 tablespoon soy sauce, reduced sodium']","['Wash hands with soap and water.', 'In a large pot on high heat, bring 10 cups of water to boil. Cook noodles in boiling water until tender or “al dente,” approximately 5 to 7 minutes; drain and set aside.', 'Heat a non-stick wok or pan over high heat. Add 1/2 tablespoon oil, swirling to coat the pan, add noodles and pan-fry until noodles are golden, about 7 to 10 minutes. Remove noodles from wok.', 'Add remaining 1/2 tablespoon oil to wok, add vegetables, and stir-fry until just cooked, about 5 to 7 minutes.', 'Return noodles to the wok, add salt, sugar and soy sauce.', 'Stir to combine and serve.']",Main,421,76 mg,8 g,73 g,5 g,5 g,15 g,64 mg,5 mg,126 mcg RAE,8 mg,0 mcg,398 mcg DFE
